en,vi,description
Nerve Roots,rễ thần kinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Neurologists,nhà thần kinh học,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Neurons,tế bào thần kinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Neurosensory Deficit,sự khiếm khuyết thần kinh cảm giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Nicotine,ni cô tin,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Non-verbal communication,giao tiếp phi ngôn ngữ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Non-verbal Reasoning,lý luận phi ngôn ngữ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Norm-referenced Tests,các bài kiểm tra dựa trên chuẩn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Numeric,"(thuộc) số, bằng số",Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Numerical Analysis,phân tích dùng số liệu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Object Permanence,tính bền vững khách thể,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Objective Tinnitis,ù tai,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Objectives,(các) mục tiêu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Observation,quan sát,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Obstruction of the Esophagus,sự tắc nghẽn thực quản,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Obstruction of the Duodenum,tắc nghẽn tá tràng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Occipital Lobes,thùy xương chẩm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Occupational Therapist,nhà trị liệu lao động,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Oedema,phù,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Open-ended Interviews,phỏng vấn có kết thúc mở,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Open-ended Questions,câu hỏi mở,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Open-ended Statements,tuyên bố có tính chất mở,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Opthalmologist,bác sỹ nhãn khoa,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Optic Nerve Atrophy,teo thần kinh thị giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Optimal Learning Analysis,phân tích học tập tối ưu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Oral Language,ngôn ngữ nói,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Organisational Skills,kỹ năng tổ chức,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Orthopaedic Impairment,sự suy yếu về chỉnh hình,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Otitis Media,viêm tai giữa,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Outcome Based Assessment,đánh giá dựa trên kết quả học tập,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Ovaries,buồng trứng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Over-identification,nhận dạng thái quá (sai lầm),Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Over medication,quá liều thuốc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Oxygen,oxy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Pacing instruction,việc giảng dạy theo thành tích,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Pain threshold,ngưỡng đau,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Paired Groups,(các) nhóm đôi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Paired Learning,học tập theo nhóm đôi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Partial Epilepsy,động kinh từng cơn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Partial Sight,nhìn kém,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Participant Observation,quan sát của người tham gia,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Participation,sự tham gia (vào hoạt động),Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Partnerships,sự cộng tác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Percentile Ranking,định mức phân trăm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Performance,sự trình bày/ thành tích (học tập),Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Performace Assessments,đánh giá thành tích/ kết quả học tập,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Peri-natal,trong khi sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Personal Defects,sự khiếm khuyết cá nhân,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Personal Pronoun,đại từ nhân xưng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Perseverative Speech,diễn văn dai dẳng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Petit Mal,chứng động kinh nhẹ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Phenylketonuria,Phenyl keto niệu khuyết tật bẩm sinh sự chuyển hóa niệu làm chậm phát triển trí tuệ nghiêm trọng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Phenylanine,một acid amon thiết yếu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Phonological Segmentation,phân đoạn âm vị học,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Physical Considerations,sự cân nhắc về hình thức,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Physical Deformity,khiếm khuyết thể chất,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Physical Environment,môi trường tự nhiên,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Physical Handicaps,sự tàn tật thể xác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Pinna,loa tai,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Placenta,nhau,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Plan,kế hoạch,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Play-based Assessment,đánh giá dựa trên hoạt động vui chơi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Poison,thuốc độc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Poisonous Chemicals,hóa chất độc hại,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Policies,các chính sách,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Porcencephaly,bệnh rỗ não,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Portfolios,tập hồ sơ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Portfolio Assessment,đánh giá qua hồ sơ cá nhân,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Positive Interdependence,Sự phụ thuộc lẫn nhau tích cực,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Post-natal,sau khi sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Practical Skills,các kỹ năng thực hành,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Practices,các thực tiễn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Preferred Learning Style,Cách thức học tập ưa thích,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Premature Birth,sinh non,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Pre-natal,trước khi sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Preparation,sự chuẩn bị,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Pre-referral Strategies,các kế hoạch tiền chuyển đổi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Pre-vocational Training,chương trình dạy hướng nghiệp,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Prior Knowledge,kiến thức sẵn có,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Problem Solving,giải quyết vấn đề,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Problem Solving Strategy,chiến lược giải quyết vấn đề,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Problems at Birth,vấn đề khi sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Problems During Pregnancy,vấn đề trong lúc mang thai,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Procedural Knowledge,kiến thức theo quy trình,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Procedural Reliability,tính tin cậy theo quy trình,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Process,quá trình,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Process Modifications,thay đổi quá trình,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Product,sản phẩm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Product Modifications,thay đổi sản phẩm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Profound Hearing Loss,mất thính lực nặng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Professional Development,phát triển nghề nghiệp,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Prosthetic Replacement,thay bằng bộ phận giả,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Prostate Gland,tiền liệt tuyến,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Protein,chất đạm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Psychiatric Disorders,sự rối loạn tâm thần,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Psycho-biosocial Model,mô hình tâm sinh lý xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Psychological Barriers,chướng ngại vật về tâm lý,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Psychological Services,khoa tâm lý học,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Qualitative different language,ngôn ngữ khác biệt định tính,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Qualitative Research,nghiên cứu định tính,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Quantitative Reasoning,lý luận về lượng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Quantitive Research,nghiên cứu định lượng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Radiation,bức xạ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Random Sampling,chọn mẫu ngẫu nhiên,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Rating Scales,thang định mức,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Raw Scores,điểm số thô,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Readiness Indicator,chỉ mục sẵn sàng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Reading,đọc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Realistic Goals,mục tiêu thực tế,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Receptive Language,ngôn ngữ lĩnh hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Receptive Language Development,phát triển ngôn ngữ tiếp thu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Recessive Gene,gene lặn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Recognition of Accomplishment,nhận thức kết quả công việc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Record Keeping,lưu trữ ghi chép,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Recorded Observations,quan sát có ghi chép,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Recording,sự ghi chép/ ghi hình/ thu âm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Records,hồ sơ thu thập theo mẫu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Recovery Position,sự hồi phục tư thế,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Reduced Fertility,giảm khả năng sinh sản,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
References,tài liệu tham khảo,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Regression,sự hồi quy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Relationships,các mối quan hệ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Resources,(các) nguồn lực,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Respect for Accomplishments,tôn trọng kết quả công việc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Response Mode,kiểu phản ứng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Responsibilities,trách nhiệm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Responsive Management,quản lý phản hồi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Retinal Degeneration,sự thoái hóa võng mạc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Retinopathy of Prematurity,bệnh võng mạc của sinh non,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Retinitis Pigmentosa,viêm võng mạc sắc tố,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Reverberation,sự dội âm/ phản chiếu ánh sáng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Review of Artefacts,xem xét sự vật,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Review of Documents,xem xét tài liệu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Reviewing School Records,xem xét học bạ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Rh Incompatibility Disease,bệnh xung khắc yếu tố Rh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Rights,(các) quyền lợi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Rigidity of thought processes,tính cứng rắn trong các quá trình tư duy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Risk Based Hearing,chương trình kiểm tra thính giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Screening Programmes,dựa trên rủi ro,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Risk taking,chấp nhận mạo hiểm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Rote Learning,học vẹt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Rubella,sởi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sample,nhóm mẫu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sample Lessons,bài học mẫu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sanctions,hình phạt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
School,trường học,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
School Culture,văn hóa nhà trường,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Scoring Reliability,tính tin cậy khi chấm bài kiểm tra,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Screening,kiểm tra sàng lọc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Scrutinizing barriers,xem xét các trở ngại,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
to participation,đối với việc tham gia hoạt động,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Security,sự an toàn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sequence of Lessons,chuỗi bài học,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Self-esteem,lòng tự trọng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Self-help,sự tự lực,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Self-knowledge,null,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Self-mutilation,tự làm tàn tật trong cơ thể,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Self-regulation,nội quy từng các nhân,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Semantic Processing,xử lý ngữ nghĩa,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sensitive,nhạy cảm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sensoneural Hearing Loss,mất thần kinh cảm nhận thính giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Serum Level,mức độ huyết thanh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sexual Transmitted Diseases,bệnh lây nhiễm qua đường tình dục,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Short Attention Span,khả năng tập trung kém,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sight,thị giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sign Language,ngôn ngữ ký hiệu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Similarities,(các) điểm giống nhau,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sincere Attention,sự quan tâm chân thành,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Skewed Deviation,độ lệch nghiêng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Small Groups,(các) nhóm nhỏ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Smell,khứu giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Social Development,phát triển (về mặt) xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Social Interaction,tương tác xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Social Model,mô hình xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Social Skills,các kỹ năng xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Social Status,vị thế xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Socially Stigmatized Children,trẻ bị xa lánh về mặt xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Social Workers,người làm công tác xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Socio-economic Status,trạng thái kinh tế xã hội,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Sodium,muối,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Solve Problems,giải quyết vấn đề,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Spastic Cerebral Palsy,bệnh liệt não,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Speaking,nói,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Speech Therapist,nhà trị liệu lời nói,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Speech Therapy,phương pháp điều trị đặc biệt cho người khuyết tật,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Speed Processing,xử lý nhanh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Special Educational Programmes,các chương trình giáo dục đặc biệt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Special Schools,các trường học đặc biệt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Special Units,các đơn vị đặc biệt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Specialist,chuyên gia,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Specific Learning Difficulty,khó khăn học tập cụ thể,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Specific Stimulai,kích thích cụ thể,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Spina Bifida,nứt đốt sống,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Spinal Canal,ống tủy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Spinal Cord,dây cột sống,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Stammering,tật nói lắp,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Standard Deviation,độ lệch tiêu chuẩn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Standard Error Measurement,đo lường lỗi chuẩn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Standardised Tests,các bài kiểm tra chuẩn hóa,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Stanine,phân loại Stanine,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Statistics,thống kê học,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Statistcal Analysis,phân tích thống kê,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Statistical Criteria,tiêu chí thống kê,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Stigmata,dấu hiệu bệnh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Strategic Initiatives,phương pháp khởi xướng/ phát động,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Strokes,đột quỵ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Structured Interviews,phỏng vấn có cấu trúc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Student Friendships,tình bạn giữa học sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Student Goal Setting,học sinh lập mục tiêu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Student-led Conferences,hội nghị do học sinh chủ trì/ tổ chức,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Student Reflection,học sinh tự nhận xét,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Student Search,tìm kiếm học sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Students,học sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Study Skills,kỹ năng học tập,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Summative Assessment,đánh giá tổng hợp,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Summation,sự kết luận/ tổng kết,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Summaries,sự tóm tắt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Summarising,việc tóm tắt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Support,hỗ trợ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Support Teachers,các giáo viên hỗ trợ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Surveys,khảo sát,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Synthesis,tổng hợp,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Syphilis,bệng giang mai,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Systematic,có hệ thống,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Tactile Interaction,sự tác động về xúc giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Tactile Learners,người học bằng xúc giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Tactile Style,phương cách/ kiểu xúc giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Taking Risks,chấp nhận rủi ro,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Task Analysis,phân tích nhiệm vụ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Taste,vị giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Teacher Assistance Teams,nhóm giáo viên hỗ trợ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Teaching Materials,tài liệu giảng dạy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
