en,vi,description
mass,khối lượng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
match,làm thích hợp,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
mathematical statements,câu thuộc toán học,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
mathematics,toán,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
mean,số trung bình,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
measure,đo lường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
measurement,sự đo lường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
median,số ở giữa,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
mental math,tính nhẩm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
meter (m),mét,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
metric system of measurement,hệ thống đo lường bằng mét,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
metric units of measure,đơn vị đo lường bằng mét,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
mile,dặm Anh,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
milliliter (ml),mi li lít (một phần ngàn của lít),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
millimeter (mm),mi li mét (một phần ngàn của mét),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
millions,triệu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
minuend,số trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
minus,trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
minus sign,dấu trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
minute,phút,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
minute hand,kim chỉ phút,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
mixed number,số hỗn hợp,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
mode,số lặp lại (giống nhau) nhiều nhất,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
money,tiền,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
months of the year,những tháng trong năm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
more,hơn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
more than (>),"lớn hơn, nhiều hơn",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
more/most,hơn/nhất,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
morning,buổi sáng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
multiple,"nhiều lần, đa dạng",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
multiple representations,sự trình bày đa dạng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
multiplicand,số được nhân,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
multiplication,toán nhân,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
multiplier,số nhân,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
multiplier,số nhân,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
multiply,nhân,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
negative number,số âm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
negative rational numbers,số hữu tỉ âm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
next,kế tiếp,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
nickel,đồng năm xu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
night,đêm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
nine,"chín, số chín",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
nonagon,hình chín cạnh,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
nonstandard measure,sự đo lường không dựa vào tiêu chuẩn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
nonstandard representations,sự trình bày không dựa vào tiêu chuẩn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
nonstandard units,đơn vị không dựa vào tiêu chuẩn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
noon,"giữa trưa, trưa",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
not equal to,không bằng với,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
number,số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
number in words,số viết nguyên chữ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
number line,đường thẳng tiêu biểu số đại số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
number sentence,câu bằng số; đánh số câu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
number system,hệ thống số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
numeral,"số, tiêu biểu bằng số",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
numeration,cách đếm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
numerator,tử số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
numeric expression,biểu thức bằng số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
numeric patterns,số được lặp lại (theo mẫu),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
numerical problems,"vấn đề bằng số, bài tập bằng số",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
numerically,"số, bằng số",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
objects,sự vật,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
objects created using technology,sự vật được tạo nên bằng kỹ thuật,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
obtuse angle,góc tù,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
obtuse triangle,tam giác có góc tù,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
octagon,hình có tám cạnh,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
octagon parallel lines,hình có tám cạnh với cạnh song song,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
odd number,số lẻ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
one-digit number,số có một số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ones,số ở hàng đơn vị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ones place,hàng đơn vị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
open figure,"hình không khép kín, hình hở",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
open sentence,câu mở (không đóng),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
operation,"các phép tính (cộng, trừ, nhân, chia)",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
operational method/operation,"các phép tính (cộng, trừ, nhân, chia)",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
oral representations,"sự trình bày bằng miệng, bằng lời nói, đàm thoại",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
order,thứ tự,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
order of operations,phương giải thứ tự,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ordinal number pair,cặp số thông thường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ordinal number,số thông thường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
organize,"tổ chức, sắp xếp ngăn nắp, thứ tự",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
organize work,"sắp xếp ngăn nắp bài làm, công việc",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
organized chart,bảng được sắp theo thứ tự,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
organized list,"danh sách được sắp theo thứ tự, ngăn nắp",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
origin,"gốc, gốc tọa độ",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ounce (oz),một đơn vị đo dung tích,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
over,"ở trên, trên",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pan balance,đĩa cân bằng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
parabola,hình cung pa-ra-bol,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
parallel lines,đường thẳng song song,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
parallelogram,hình bình hành,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
part,"phần, một phần",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
part-to-part ratio,tỉ lệ từng phần đối với từng phần,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
part-to-whole ratio,tỉ lệ từng phần đối với toàn thể,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pattern,mẫu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
penny,đồng một xu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pentagon,hình năm cạnh (ngũ giác),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
percent,phần trăm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
perimeter,chu vi,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
perpendicular lines,đường thẳng góc,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
personal references,những lời giới thiệu về cá nhân,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
per unit rate,giá cả mỗi đơn vị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
physical models,kiểu mẫu thuộc thể chất(cụ thể),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pi,pi,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pictograph,đồ thị bằng hình,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pictorial representations,sự trình bày bằng hình vẽ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pint (pt),pint (1/8 ga-lông),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
place value,chỗ hàng đơn vị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
thousandths,hàng một phần ngàn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
hundredths,hàng một phần trăm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tenths,hàng một phần mười,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ones,hàng đơn vị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tens,hàng mười,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
hundreds,hàng trăm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
thousands,hàng ngàn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ten thousands,hàng mười ngàn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
hundred thousands,hàng trăm ngàn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
millions,hàng triệu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
plane figure,hình trong không gian,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
plot,"vẽ, đặt trên đồ thị",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
plus,"cộng, thêm vào",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
point,"chấm, điểm (trên đồ thị)",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
poll,"cọc, bầu cử",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
polygon,hình đa giác,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
polyhedron,khối có hình nhiều cạnh,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
positive number,"số dương, cộng",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
positive power of 10,lũy thừa số dương của 10,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
positive rational numbers,số hữu tỉ dương,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
possible outcomes,"sự kiện, dữ kiện có thể xảy ra",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
post meridian (p.m.),sau giờ ngọ (sau giờ giữa trưa),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pound (lb),"cân Anh, đơn vị đo trọng lượng",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
power,lũy thừa,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
power of 10,lũy thừa mười,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
predict,tiên đoán,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
prediction,sự tiên đoán,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
prime factorizations,tích số các số nguyên tố,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
prime number,số nguyên tố,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
prism,hình lăng kính,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
probability,xác suất,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
problem solving strategies,phương cách giải bài toán,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
act it out,làm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
draw a graph,vẽ đồ thị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
draw a picture,vẽ hình,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
logical reasoning,luận giải một cách có lý,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
look for a pattern,tìm mẫu giống nhau hay sự lặp lại,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
make a chart,vẽ một biểu đồ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
make a diagram,vẽ một sơ đồ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
make an organized chart,lập một bảng có thứ tự,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
make an organized list,lập một danh sách có thứ tự,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
process of elimination,phương thức loại trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
solve a simpler problem,giải bài đơn giản hơn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
trial and error,phương thức đoán cho tới lúc đúng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
use manipulatives,dùng học cụ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
work backwards,giải ngược lại,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
write an equation,viết phương trình,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
process of elimination,phương thức loại trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
product,"nhân, tích số",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
proper fraction,phân số thường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
property,đặc tính,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
protractor,thước đo độ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pyramid,"hình tháp, kim tự tháp",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
pythagorean theorem,định lý Pi-ta-go,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
quadrangle,hình bốn góc,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
quadrant,phần tư (trong hệ tọa độ),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
quadrilateral,"hình bốn cạnh, hình tứ giác",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
quart (qt),một phần tư ga-lông,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
quarter,"một phần tư, đồng 25 xu",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
questions,câu hỏi,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to challenge thinking,để thử thách sự suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to clarify thinking,để làm thông suốt sự suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to elicit thinking,để dẫn giải sự suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to extend thinking,để nới rộng sự suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
quotient,"thương số, tính chia",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
